,zipcode,size,amount_built
2055,13060,small,0.0
2056,13060,medium,0.0
2057,13060,large,1.0
2058,13063,small,1.0
2059,13063,medium,0.0
2060,13063,large,0.0
2061,13066,small,0.0
2062,13066,medium,0.0
2063,13066,large,2.0
2064,13068,small,0.0
2065,13068,medium,1.0
2066,13068,large,0.0
2067,13069,small,0.0
2068,13069,medium,0.0
2069,13069,large,4.0
2070,13071,small,1.0
2071,13071,medium,0.0
2072,13071,large,0.0
2073,13073,small,0.0
2074,13073,medium,1.0
2075,13073,large,1.0
2076,13074,small,0.0
2077,13074,medium,0.0
2078,13074,large,1.0
2079,13076,small,0.0
2080,13076,medium,1.0
2081,13076,large,0.0
2082,13077,small,0.0
2083,13077,medium,0.0
2084,13077,large,1.0
2085,13078,small,0.0
2086,13078,medium,0.0
2087,13078,large,2.0
2088,13080,small,0.0
2089,13080,medium,0.0
2090,13080,large,1.0
2091,13084,small,0.0
2092,13084,medium,1.0
2093,13084,large,0.0
2094,13088,small,0.0
2095,13088,medium,0.0
2096,13088,large,1.0
2097,13090,small,0.0
2098,13090,medium,0.0
2099,13090,large,3.0
2100,13092,small,0.0
2101,13092,medium,0.0
2102,13092,large,1.0
2103,13101,small,0.0
2104,13101,medium,1.0
2105,13101,large,0.0
2106,13104,small,0.0
2107,13104,medium,0.0
2108,13104,large,1.0
2109,13108,small,1.0
2110,13108,medium,0.0
2111,13108,large,0.0
2112,13112,small,0.0
2113,13112,medium,1.0
2114,13112,large,0.0
2115,13114,small,0.0
2116,13114,medium,0.0
2117,13114,large,1.0
2118,13116,small,1.0
2119,13116,medium,0.0
2120,13116,large,0.0
2121,13118,small,0.0
2122,13118,medium,1.0
2123,13118,large,0.0
2124,13120,small,0.0
2125,13120,medium,1.0
2126,13120,large,0.0
2127,13126,small,0.0
2128,13126,medium,0.0
2129,13126,large,4.0
2130,13131,small,0.0
2131,13131,medium,0.0
2132,13131,large,1.0
2133,13132,small,0.0
2134,13132,medium,1.0
2135,13132,large,0.0
2136,13135,small,0.0
2137,13135,medium,0.0
2138,13135,large,1.0
2139,13142,small,0.0
2140,13142,medium,0.0
2141,13142,large,1.0
2142,13143,small,1.0
2143,13143,medium,0.0
2144,13143,large,0.0
2145,13145,small,0.0
2146,13145,medium,1.0
2147,13145,large,0.0
2148,13146,small,0.0
2149,13146,medium,1.0
2150,13146,large,0.0
2151,13148,small,1.0
2152,13148,medium,0.0
2153,13148,large,1.0
2154,13152,small,0.0
2155,13152,medium,0.0
2156,13152,large,1.0
2157,13155,small,1.0
2158,13155,medium,0.0
2159,13155,large,0.0
2160,13159,small,0.0
2161,13159,medium,0.0
2162,13159,large,1.0
2163,13160,small,0.0
2164,13160,medium,1.0
2165,13160,large,0.0
2166,13164,small,0.0
2167,13164,medium,0.0
2168,13164,large,1.0
2169,13165,small,0.0
2170,13165,medium,1.0
2171,13165,large,1.0
2172,13166,small,0.0
2173,13166,medium,0.0
2174,13166,large,1.0
2175,13167,small,0.0
2176,13167,medium,1.0
2177,13167,large,0.0
2178,13202,small,0.0
2179,13202,medium,0.0
2180,13202,large,1.0
2181,13203,small,1.0
2182,13203,medium,0.0
2183,13203,large,1.0
2184,13204,small,0.0
2185,13204,medium,0.0
2186,13204,large,3.0
2187,13205,small,0.0
2188,13205,medium,1.0
2189,13205,large,3.0
2190,13206,small,1.0
2191,13206,medium,0.0
2192,13206,large,3.0
2193,13207,small,0.0
2194,13207,medium,0.0
2195,13207,large,3.0
2196,13208,small,0.0
2197,13208,medium,0.0
2198,13208,large,5.0
2199,13209,small,0.0
2200,13209,medium,1.0
2201,13209,large,2.0
2202,13210,small,1.0
2203,13210,medium,0.0
2204,13210,large,2.0
2205,13211,small,0.0
2206,13211,medium,0.0
2207,13211,large,1.0
2208,13212,small,0.0
2209,13212,medium,0.0
2210,13212,large,2.0
2211,13214,small,1.0
2212,13214,medium,0.0
2213,13214,large,0.0
2214,13215,small,0.0
2215,13215,medium,0.0
2216,13215,large,1.0
2217,13219,small,0.0
2218,13219,medium,0.0
2219,13219,large,2.0
2220,13224,small,0.0
2221,13224,medium,0.0
2222,13224,large,0.0
2223,13303,small,1.0
2224,13303,medium,0.0
2225,13303,large,0.0
2226,13304,small,0.0
2227,13304,medium,1.0
2228,13304,large,0.0
2229,13309,small,0.0
2230,13309,medium,0.0
2231,13309,large,1.0
2232,13315,small,1.0
2233,13315,medium,0.0
2234,13315,large,0.0
2235,13316,small,0.0
2236,13316,medium,0.0
2237,13316,large,1.0
2238,13317,small,1.0
2239,13317,medium,0.0
2240,13317,large,1.0
2241,13318,small,1.0
2242,13318,medium,0.0
2243,13318,large,0.0
2244,13319,small,0.0
2245,13319,medium,0.0
2246,13319,large,0.0
2247,13323,small,1.0
2248,13323,medium,0.0
2249,13323,large,0.0
2250,13326,small,0.0
2251,13326,medium,0.0
2252,13326,large,0.0
2253,13327,small,0.0
2254,13327,medium,0.0
2255,13327,large,1.0
2256,13329,small,0.0
2257,13329,medium,0.0
2258,13329,large,1.0
2259,13332,small,0.0
2260,13332,medium,1.0
2261,13332,large,1.0
2262,13338,small,1.0
2263,13338,medium,0.0
2264,13338,large,0.0
2265,13339,small,0.0
2266,13339,medium,0.0
2267,13339,large,2.0
2268,13340,small,1.0
2269,13340,medium,0.0
2270,13340,large,1.0
2271,13343,small,1.0
2272,13343,medium,0.0
2273,13343,large,0.0
2274,13346,small,1.0
2275,13346,medium,0.0
2276,13346,large,0.0
2277,13348,small,1.0
2278,13348,medium,0.0
2279,13348,large,0.0
2280,13350,small,0.0
2281,13350,medium,0.0
2282,13350,large,1.0
2283,13355,small,0.0
2284,13355,medium,1.0
2285,13355,large,0.0
2286,13357,small,0.0
2287,13357,medium,0.0
2288,13357,large,2.0
2289,13365,small,0.0
2290,13365,medium,0.0
2291,13365,large,2.0
2292,13367,small,0.0
2293,13367,medium,0.0
2294,13367,large,1.0
2295,13368,small,1.0
2296,13368,medium,0.0
2297,13368,large,0.0
2298,13402,small,1.0
2299,13402,medium,0.0
2300,13402,large,0.0
2301,13403,small,0.0
2302,13403,medium,1.0
2303,13403,large,1.0
2304,13407,small,0.0
2305,13407,medium,0.0
2306,13407,large,1.0
2307,13408,small,1.0
2308,13408,medium,0.0
2309,13408,large,0.0
2310,13409,small,1.0
2311,13409,medium,0.0
2312,13409,large,0.0
2313,13411,small,0.0
2314,13411,medium,1.0
2315,13411,large,0.0
2316,13413,small,0.0
2317,13413,medium,0.0
2318,13413,large,1.0
2319,13416,small,0.0
2320,13416,medium,1.0
2321,13416,large,0.0
2322,13417,small,1.0
2323,13417,medium,0.0
2324,13417,large,0.0
2325,13420,small,0.0
2326,13420,medium,0.0
2327,13420,large,0.0
2328,13421,small,0.0
2329,13421,medium,1.0
2330,13421,large,1.0
2331,13424,small,0.0
2332,13424,medium,0.0
2333,13424,large,0.0
2334,13431,small,0.0
2335,13431,medium,1.0
2336,13431,large,0.0
2337,13439,small,0.0
2338,13439,medium,0.0
2339,13439,large,1.0
2340,13440,small,0.0
2341,13440,medium,0.0
2342,13440,large,6.0
2343,13452,small,0.0
2344,13452,medium,0.0
2345,13452,large,1.0
2346,13456,small,0.0
2347,13456,medium,0.0
2348,13456,large,1.0
2349,13459,small,0.0
2350,13459,medium,1.0
2351,13459,large,0.0
2352,13460,small,0.0
2353,13460,medium,0.0
2354,13460,large,1.0
2355,13461,small,0.0
2356,13461,medium,0.0
2357,13461,large,1.0
2358,13469,small,1.0
2359,13469,medium,0.0
2360,13469,large,0.0
2361,13473,small,1.0
2362,13473,medium,0.0
2363,13473,large,0.0
2364,13478,small,0.0
2365,13478,medium,1.0
2366,13478,large,0.0
2367,13480,small,0.0
2368,13480,medium,1.0
2369,13480,large,0.0
2370,13490,small,0.0
2371,13490,medium,0.0
2372,13490,large,0.0
2373,13491,small,0.0
2374,13491,medium,0.0
2375,13491,large,1.0
2376,13492,small,0.0
2377,13492,medium,0.0
2378,13492,large,1.0
2379,13495,small,0.0
2380,13495,medium,1.0
2381,13495,large,0.0
2382,13501,small,0.0
2383,13501,medium,1.0
2384,13501,large,5.0
2385,13502,small,1.0
2386,13502,medium,0.0
2387,13502,large,6.0
2388,13601,small,0.0
2389,13601,medium,0.0
2390,13601,large,4.0
2391,13605,small,0.0
2392,13605,medium,0.0
2393,13605,large,1.0
2394,13606,small,1.0
2395,13606,medium,0.0
2396,13606,large,0.0
2397,13608,small,0.0
2398,13608,medium,1.0
2399,13608,large,0.0
2400,13612,small,0.0
2401,13612,medium,1.0
2402,13612,large,0.0
2403,13613,small,1.0
2404,13613,medium,0.0
2405,13613,large,0.0
2406,13616,small,1.0
2407,13616,medium,0.0
2408,13616,large,0.0
2409,13617,small,0.0
2410,13617,medium,0.0
2411,13617,large,1.0
2412,13619,small,1.0
2413,13619,medium,0.0
2414,13619,large,1.0
2415,13620,small,0.0
2416,13620,medium,1.0
2417,13620,large,0.0
2418,13622,small,0.0
2419,13622,medium,1.0
2420,13622,large,0.0
2421,13624,small,0.0
2422,13624,medium,0.0
2423,13624,large,1.0
2424,13625,small,0.0
2425,13625,medium,0.0
2426,13625,large,0.0
2427,13626,small,0.0
2428,13626,medium,1.0
2429,13626,large,0.0
2430,13630,small,0.0
2431,13630,medium,0.0
2432,13630,large,0.0
2433,13634,small,0.0
2434,13634,medium,1.0
2435,13634,large,0.0
2436,13637,small,1.0
2437,13637,medium,0.0
2438,13637,large,1.0
2439,13642,small,0.0
2440,13642,medium,0.0
2441,13642,large,2.0
2442,13646,small,0.0
2443,13646,medium,1.0
2444,13646,large,0.0
2445,13648,small,1.0
2446,13648,medium,0.0
2447,13648,large,0.0
2448,13652,small,0.0
2449,13652,medium,1.0
2450,13652,large,0.0
2451,13654,small,0.0
2452,13654,medium,1.0
2453,13654,large,0.0
2454,13655,small,0.0
2455,13655,medium,1.0
2456,13655,large,0.0
2457,13656,small,0.0
2458,13656,medium,0.0
2459,13656,large,1.0
2460,13658,small,1.0
2461,13658,medium,0.0
2462,13658,large,0.0
2463,13660,small,0.0
2464,13660,medium,1.0
2465,13660,large,0.0
2466,13662,small,1.0
2467,13662,medium,0.0
2468,13662,large,2.0
2469,13668,small,0.0
2470,13668,medium,1.0
2471,13668,large,0.0
2472,13669,small,0.0
2473,13669,medium,0.0
2474,13669,large,3.0
2475,13672,small,0.0
2476,13672,medium,0.0
2477,13672,large,0.0
2478,13673,small,0.0
2479,13673,medium,0.0
2480,13673,large,1.0
2481,13676,small,1.0
2482,13676,medium,0.0
2483,13676,large,1.0
2484,13685,small,1.0
2485,13685,medium,0.0
2486,13685,large,0.0
2487,13691,small,0.0
2488,13691,medium,0.0
2489,13691,large,1.0
2490,13694,small,0.0
2491,13694,medium,1.0
2492,13694,large,0.0
2493,13730,small,0.0
2494,13730,medium,1.0
2495,13730,large,0.0
2496,13732,small,1.0
2497,13732,medium,0.0
2498,13732,large,1.0
2499,13733,small,0.0
2500,13733,medium,0.0
2501,13733,large,1.0
2502,13739,small,1.0
2503,13739,medium,0.0
2504,13739,large,0.0
2505,13740,small,0.0
2506,13740,medium,0.0
2507,13740,large,0.0
2508,13743,small,1.0
2509,13743,medium,0.0
2510,13743,large,0.0
2511,13746,small,1.0
2512,13746,medium,0.0
2513,13746,large,0.0
2514,13750,small,1.0
2515,13750,medium,0.0
2516,13750,large,0.0
2517,13751,small,1.0
2518,13751,medium,0.0
2519,13751,large,0.0
2520,13753,small,1.0
2521,13753,medium,0.0
2522,13753,large,0.0
2523,13754,small,1.0
2524,13754,medium,0.0
2525,13754,large,0.0
2526,13757,small,1.0
2527,13757,medium,0.0
2528,13757,large,0.0
2529,13760,small,0.0
2530,13760,medium,0.0
2531,13760,large,4.0
2532,13775,small,0.0
2533,13775,medium,0.0
2534,13775,large,0.0
2535,13776,small,0.0
2536,13776,medium,0.0
2537,13776,large,0.0
2538,13778,small,1.0
2539,13778,medium,0.0
2540,13778,large,1.0
2541,13782,small,1.0
2542,13782,medium,0.0
2543,13782,large,0.0
2544,13783,small,0.0
2545,13783,medium,0.0
2546,13783,large,0.0
2547,13787,small,0.0
2548,13787,medium,1.0
2549,13787,large,0.0
2550,13790,small,0.0
2551,13790,medium,0.0
2552,13790,large,2.0
2553,13795,small,0.0
2554,13795,medium,1.0
2555,13795,large,0.0
2556,13796,small,1.0
2557,13796,medium,0.0
2558,13796,large,0.0
2559,13802,small,1.0
2560,13802,medium,0.0
2561,13802,large,0.0
2562,13803,small,1.0
2563,13803,medium,0.0
2564,13803,large,1.0
2565,13807,small,1.0
2566,13807,medium,0.0
2567,13807,large,0.0
2568,13808,small,1.0
2569,13808,medium,0.0
2570,13808,large,0.0
2571,13810,small,1.0
2572,13810,medium,0.0
2573,13810,large,0.0
2574,13811,small,0.0
2575,13811,medium,0.0
2576,13811,large,1.0
2577,13812,small,1.0
2578,13812,medium,0.0
2579,13812,large,0.0
2580,13815,small,0.0
2581,13815,medium,0.0
2582,13815,large,2.0
2583,13820,small,0.0
2584,13820,medium,0.0
2585,13820,large,0.0
2586,13825,small,0.0
2587,13825,medium,1.0
2588,13825,large,0.0
2589,13827,small,0.0
2590,13827,medium,0.0
2591,13827,large,1.0
2592,13830,small,0.0
2593,13830,medium,0.0
2594,13830,large,1.0
2595,13838,small,0.0
2596,13838,medium,0.0
2597,13838,large,0.0
2598,13839,small,0.0
2599,13839,medium,1.0
2600,13839,large,0.0
2601,13842,small,0.0
2602,13842,medium,0.0
2603,13842,large,0.0
2604,13849,small,0.0
2605,13849,medium,0.0
2606,13849,large,1.0
2607,13850,small,0.0
2608,13850,medium,0.0
2609,13850,large,0.0
2610,13856,small,0.0
2611,13856,medium,0.0
2612,13856,large,1.0
2613,13862,small,1.0
2614,13862,medium,0.0
2615,13862,large,0.0
2616,13863,small,1.0
2617,13863,medium,0.0
2618,13863,large,0.0
2619,13864,small,0.0
2620,13864,medium,1.0
2621,13864,large,0.0
2622,13865,small,1.0
2623,13865,medium,0.0
2624,13865,large,1.0
2625,13901,small,0.0
2626,13901,medium,0.0
2627,13901,large,3.0
2628,13903,small,0.0
2629,13903,medium,0.0
2630,13903,large,2.0
2631,13904,small,0.0
2632,13904,medium,0.0
2633,13904,large,2.0
2634,13905,small,0.0
2635,13905,medium,0.0
2636,13905,large,2.0
2637,14001,small,0.0
2638,14001,medium,0.0
2639,14001,large,1.0
2640,14004,small,0.0
2641,14004,medium,0.0
2642,14004,large,2.0
2643,14005,small,0.0
2644,14005,medium,1.0
2645,14005,large,0.0
2646,14006,small,1.0
2647,14006,medium,0.0
2648,14006,large,1.0
2649,14009,small,0.0
2650,14009,medium,0.0
2651,14009,large,1.0
2652,14011,small,1.0
2653,14011,medium,0.0
2654,14011,large,1.0
2655,14012,small,0.0
2656,14012,medium,0.0
2657,14012,large,1.0
2658,14020,small,0.0
2659,14020,medium,0.0
2660,14020,large,2.0
2661,14024,small,0.0
2662,14024,medium,1.0
2663,14024,large,0.0
2664,14025,small,1.0
2665,14025,medium,0.0
2666,14025,large,0.0
2667,14031,small,0.0
2668,14031,medium,0.0
2669,14031,large,1.0
2670,14032,small,0.0
2671,14032,medium,1.0
2672,14032,large,1.0
2673,14036,small,0.0
2674,14036,medium,0.0
2675,14036,large,1.0
2676,14040,small,1.0
2677,14040,medium,0.0
2678,14040,large,0.0
2679,14042,small,0.0
2680,14042,medium,0.0
2681,14042,large,1.0
2682,14043,small,0.0
2683,14043,medium,0.0
2684,14043,large,1.0
2685,14047,small,1.0
2686,14047,medium,0.0
2687,14047,large,0.0
2688,14048,small,0.0
2689,14048,medium,0.0
2690,14048,large,1.0
2691,14051,small,1.0
2692,14051,medium,0.0
2693,14051,large,2.0
2694,14052,small,0.0
2695,14052,medium,0.0
2696,14052,large,1.0
2697,14057,small,0.0
2698,14057,medium,0.0
2699,14057,large,1.0
2700,14058,small,0.0
2701,14058,medium,0.0
2702,14058,large,1.0
2703,14059,small,1.0
2704,14059,medium,0.0
2705,14059,large,1.0
2706,14063,small,1.0
2707,14063,medium,0.0
2708,14063,large,0.0
2709,14066,small,1.0
2710,14066,medium,0.0
2711,14066,large,0.0
2712,14067,small,0.0
2713,14067,medium,1.0
2714,14067,large,0.0
2715,14068,small,0.0
2716,14068,medium,0.0
2717,14068,large,0.0
2718,14070,small,0.0
2719,14070,medium,1.0
2720,14070,large,1.0
2721,14072,small,0.0
2722,14072,medium,0.0
2723,14072,large,1.0
2724,14075,small,0.0
2725,14075,medium,0.0
2726,14075,large,3.0
2727,14080,small,0.0
2728,14080,medium,1.0
2729,14080,large,0.0
2730,14081,small,0.0
2731,14081,medium,0.0
2732,14081,large,0.0
2733,14082,small,1.0
2734,14082,medium,0.0
2735,14082,large,0.0
2736,14085,small,0.0
2737,14085,medium,0.0
2738,14085,large,1.0
2739,14086,small,0.0
2740,14086,medium,0.0
2741,14086,large,3.0
2742,14091,small,0.0
2743,14091,medium,1.0
2744,14091,large,0.0
2745,14092,small,1.0
2746,14092,medium,0.0
2747,14092,large,0.0
2748,14094,small,0.0
2749,14094,medium,0.0
2750,14094,large,5.0
2751,14103,small,0.0
2752,14103,medium,1.0
2753,14103,large,1.0
2754,14105,small,1.0
2755,14105,medium,0.0
2756,14105,large,1.0
2757,14108,small,0.0
2758,14108,medium,1.0
2759,14108,large,1.0
2760,14111,small,0.0
2761,14111,medium,1.0
2762,14111,large,0.0
2763,14120,small,0.0
2764,14120,medium,0.0
2765,14120,large,5.0
2766,14127,small,0.0
2767,14127,medium,0.0
2768,14127,large,1.0
2769,14131,small,0.0
2770,14131,medium,0.0
2771,14131,large,0.0
2772,14132,small,0.0
2773,14132,medium,0.0
2774,14132,large,1.0
2775,14136,small,0.0
2776,14136,medium,0.0
2777,14136,large,1.0
2778,14138,small,1.0
2779,14138,medium,0.0
2780,14138,large,0.0
2781,14141,small,0.0
2782,14141,medium,0.0
2783,14141,large,0.0
2784,14145,small,0.0
2785,14145,medium,1.0
2786,14145,large,0.0
2787,14150,small,0.0
2788,14150,medium,0.0
2789,14150,large,0.0
2790,14171,small,1.0
2791,14171,medium,0.0
2792,14171,large,0.0
2793,14172,small,0.0
2794,14172,medium,1.0
2795,14172,large,0.0
2796,14174,small,1.0
2797,14174,medium,0.0
2798,14174,large,0.0
2799,14201,small,0.0
2800,14201,medium,0.0
2801,14201,large,1.0
2802,14202,small,0.0
2803,14202,medium,0.0
2804,14202,large,0.0
2805,14203,small,0.0
2806,14203,medium,0.0
2807,14203,large,0.0
2808,14204,small,0.0
2809,14204,medium,0.0
2810,14204,large,1.0
2811,14206,small,0.0
2812,14206,medium,0.0
2813,14206,large,3.0
2814,14207,small,0.0
2815,14207,medium,0.0
2816,14207,large,5.0
2817,14208,small,0.0
2818,14208,medium,1.0
2819,14208,large,1.0
2820,14209,small,0.0
2821,14209,medium,0.0
2822,14209,large,0.0
2823,14210,small,0.0
2824,14210,medium,0.0
2825,14210,large,1.0
2826,14211,small,0.0
2827,14211,medium,1.0
2828,14211,large,5.0
2829,14212,small,0.0
2830,14212,medium,0.0
2831,14212,large,3.0
2832,14213,small,0.0
2833,14213,medium,0.0
2834,14213,large,6.0
2835,14214,small,0.0
2836,14214,medium,0.0
2837,14214,large,2.0
2838,14215,small,0.0
2839,14215,medium,0.0
2840,14215,large,8.0
2841,14216,small,1.0
2842,14216,medium,0.0
2843,14216,large,4.0
2844,14217,small,0.0
2845,14217,medium,1.0
2846,14217,large,1.0
2847,14218,small,0.0
2848,14218,medium,0.0
2849,14218,large,3.0
2850,14219,small,0.0
2851,14219,medium,0.0
2852,14219,large,1.0
2853,14220,small,1.0
2854,14220,medium,0.0
2855,14220,large,3.0
2856,14221,small,0.0
2857,14221,medium,0.0
2858,14221,large,3.0
2859,14222,small,0.0
2860,14222,medium,0.0
2861,14222,large,2.0
2862,14223,small,0.0
2863,14223,medium,0.0
2864,14223,large,3.0
2865,14224,small,0.0
2866,14224,medium,0.0
2867,14224,large,3.0
2868,14225,small,0.0
2869,14225,medium,0.0
2870,14225,large,4.0
2871,14226,small,0.0
2872,14226,medium,0.0
2873,14226,large,2.0
2874,14227,small,0.0
2875,14227,medium,0.0
2876,14227,large,2.0
2877,14228,small,0.0
2878,14228,medium,0.0
2879,14228,large,1.0
2880,14301,small,1.0
2881,14301,medium,0.0
2882,14301,large,1.0
2883,14303,small,0.0
2884,14303,medium,1.0
2885,14303,large,1.0
2886,14304,small,0.0
2887,14304,medium,0.0
2888,14304,large,3.0
2889,14305,small,0.0
2890,14305,medium,0.0
2891,14305,large,3.0
2892,14411,small,1.0
2893,14411,medium,0.0
2894,14411,large,1.0
2895,14414,small,0.0
2896,14414,medium,0.0
2897,14414,large,0.0
2898,14416,small,0.0
2899,14416,medium,1.0
2900,14416,large,0.0
2901,14420,small,0.0
2902,14420,medium,0.0
2903,14420,large,1.0
2904,14423,small,0.0
2905,14423,medium,0.0
2906,14423,large,1.0
2907,14424,small,0.0
2908,14424,medium,0.0
2909,14424,large,1.0
2910,14425,small,1.0
2911,14425,medium,0.0
2912,14425,large,2.0
2913,14432,small,0.0
2914,14432,medium,0.0
2915,14432,large,0.0
2916,14433,small,1.0
2917,14433,medium,0.0
2918,14433,large,1.0
2919,14437,small,0.0
2920,14437,medium,0.0
2921,14437,large,1.0
2922,14445,small,0.0
2923,14445,medium,0.0
2924,14445,large,1.0
2925,14450,small,0.0
2926,14450,medium,0.0
2927,14450,large,3.0
2928,14456,small,0.0
2929,14456,medium,0.0
2930,14456,large,2.0
2931,14464,small,0.0
2932,14464,medium,0.0
2933,14464,large,2.0
2934,14468,small,0.0
2935,14468,medium,0.0
2936,14468,large,2.0
2937,14470,small,0.0
2938,14470,medium,0.0
2939,14470,large,1.0
2940,14472,small,0.0
2941,14472,medium,0.0
2942,14472,large,2.0
2943,14476,small,0.0
2944,14476,medium,1.0
2945,14476,large,0.0
2946,14481,small,1.0
2947,14481,medium,0.0
2948,14481,large,0.0
2949,14486,small,1.0
2950,14486,medium,0.0
2951,14486,large,0.0
2952,14505,small,0.0
2953,14505,medium,0.0
2954,14505,large,1.0
2955,14510,small,0.0
2956,14510,medium,0.0
2957,14510,large,0.0
2958,14521,small,0.0
2959,14521,medium,0.0
2960,14521,large,1.0
2961,14525,small,0.0
2962,14525,medium,1.0
2963,14525,large,0.0
2964,14526,small,0.0
2965,14526,medium,0.0
2966,14526,large,3.0
2967,14532,small,0.0
2968,14532,medium,1.0
2969,14532,large,0.0
2970,14536,small,1.0
2971,14536,medium,0.0
2972,14536,large,0.0
2973,14541,small,0.0
2974,14541,medium,0.0
2975,14541,large,1.0
2976,14544,small,1.0
2977,14544,medium,0.0
2978,14544,large,0.0
2979,14546,small,1.0
2980,14546,medium,0.0
2981,14546,large,1.0
2982,14560,small,1.0
2983,14560,medium,0.0
2984,14560,large,0.0
2985,14564,small,0.0
2986,14564,medium,0.0
2987,14564,large,0.0
2988,14568,small,0.0
2989,14568,medium,0.0
2990,14568,large,1.0
2991,14569,small,0.0
2992,14569,medium,1.0
2993,14569,large,0.0
2994,14580,small,0.0
2995,14580,medium,0.0
2996,14580,large,4.0
2997,14586,small,0.0
2998,14586,medium,1.0
2999,14586,large,1.0
3000,14589,small,0.0
3001,14589,medium,1.0
3002,14589,large,1.0
3003,14590,small,0.0
3004,14590,medium,0.0
3005,14590,large,1.0
3006,14608,small,0.0
3007,14608,medium,1.0
3008,14608,large,0.0
3009,14609,small,0.0
3010,14609,medium,0.0
3011,14609,large,4.0
3012,14612,small,0.0
3013,14612,medium,1.0
3014,14612,large,4.0
3015,14617,small,0.0
3016,14617,medium,0.0
3017,14617,large,1.0
3018,14621,small,0.0
3019,14621,medium,0.0
3020,14621,large,6.0
3021,14622,small,0.0
3022,14622,medium,0.0
3023,14622,large,2.0
3024,14623,small,0.0
3025,14623,medium,0.0
3026,14623,large,0.0
3027,14625,small,0.0
3028,14625,medium,0.0
3029,14625,large,0.0
3030,14717,small,1.0
3031,14717,medium,0.0
3032,14717,large,0.0
3033,14727,small,0.0
3034,14727,medium,0.0
3035,14727,large,1.0
3036,14731,small,0.0
3037,14731,medium,0.0
3038,14731,large,0.0
3039,14741,small,0.0
3040,14741,medium,1.0
3041,14741,large,0.0
3042,14747,small,0.0
3043,14747,medium,0.0
3044,14747,large,1.0
3045,14767,small,0.0
3046,14767,medium,1.0
3047,14767,large,0.0
3048,14770,small,0.0
3049,14770,medium,1.0
3050,14770,large,0.0
3051,14772,small,0.0
3052,14772,medium,0.0
3053,14772,large,1.0
3054,14805,small,1.0
3055,14805,medium,0.0
3056,14805,large,0.0
3057,14806,small,0.0
3058,14806,medium,1.0
3059,14806,large,0.0
